fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2019-11-11,33.0,975.0,84.0,1,976.0,98.0,125.0,38.0,21.0
2019-11-12,32.0,1039.0,87.0,1,288.0,40.0,317.0,45.0,20.0
2019-11-13,40.0,1002.0,40.0,0,987.0,24.0,29.0,62.0,20.0
2019-11-14,25.0,1008.0,28.0,1,589.0,8.0,447.0,45.0,19.0
2019-11-15,37.0,1001.0,90.0,1,275.0,35.0,142.0,49.0,14.0
2019-11-16,36.0,1040.0,77.0,1,850.0,56.0,177.0,66.0,18.0
2019-11-17,34.0,978.0,39.0,0,778.0,37.0,276.0,22.0,17.0
2019-11-18,31.0,997.0,52.0,0,972.0,15.0,67.0,58.0,23.0
2019-11-19,34.0,1028.0,94.0,1,509.0,63.0,125.0,58.0,19.0
2019-11-20,32.0,1000.0,92.0,1,120.0,68.0,377.0,59.0,14.0
2019-11-21,28.0,994.0,51.0,1,531.0,38.0,453.0,49.0,12.0
2019-11-22,28.0,909.0,99.0,0,659.0,64.0,19.0,57.0,15.0
2019-11-23,36.0,972.0,86.0,0,252.0,50.0,50.0,48.0,19.0
2019-11-24,30.0,987.0,72.0,1,343.0,58.0,450.0,56.0,14.0
2019-11-25,40.0,1022.0,90.0,1,506.0,48.0,267.0,57.0,13.0
2019-11-26,31.0,1013.0,92.0,0,387.0,86.0,408.0,59.0,30.0
2019-11-27,24.0,973.0,66.0,0,430.0,80.0,129.0,55.0,23.0
2019-11-28,27.0,1023.0,27.0,0,524.0,23.0,114.0,41.0,19.0
2019-11-29,40.0,1036.0,35.0,1,513.0,47.0,399.0,55.0,13.0
2019-11-30,31.0,990.0,68.0,1,811.0,40.0,477.0,40.0,19.0
2019-12-01,27.0,1025.0,41.0,0,397.0,45.0,49.0,67.0,16.0
2019-12-02,26.0,980.0,52.0,1,438.0,96.0,225.0,64.0,14.0
2019-12-03,36.0,951.0,62.0,0,335.0,98.0,175.0,35.0,16.0
2019-12-04,32.0,952.0,39.0,1,454.0,37.0,8.0,38.0,9.0
2019-12-05,32.0,1050.0,67.0,1,677.0,53.0,251.0,49.0,9.0
2019-12-06,29.0,1055.0,90.0,0,747.0,28.0,353.0,43.0,27.0
2019-12-07,32.0,963.0,61.0,0,720.0,78.0,358.0,63.0,18.0
2019-12-08,38.0,1050.0,50.0,1,803.0,78.0,420.0,67.0,21.0
2019-12-09,34.0,1039.0,89.0,1,664.0,82.0,142.0,69.0,18.0
2019-12-10,30.0,1029.0,59.0,1,884.0,56.0,93.0,48.0,10.0
2019-12-11,21.0,955.0,52.0,1,262.0,93.0,2.0,48.0,20.0
2019-12-12,29.0,979.0,56.0,1,362.0,42.0,396.0,39.0,15.0
2019-12-13,25.0,1046.0,31.0,0,324.0,70.0,188.0,51.0,28.0
2019-12-14,39.0,1158.0,30.0,1,928.0,81.0,400.0,66.0,25.0
2019-12-15,33.0,1006.0,21.0,1,653.0,45.0,112.0,51.0,15.0
2019-12-16,33.0,980.0,81.0,0,281.0,95.0,101.0,64.0,19.0
2019-12-17,23.0,936.0,72.0,0,389.0,38.0,322.0,52.0,17.0
2019-12-18,25.0,1002.0,35.0,1,762.0,44.0,429.0,42.0,23.0
2019-12-19,35.0,908.0,33.0,1,847.0,17.0,18.0,52.0,18.0
2019-12-20,35.0,1031.0,81.0,0,638.0,87.0,224.0,49.0,22.0
2019-12-21,37.0,934.0,33.0,0,581.0,51.0,30.0,60.0,20.0
2019-12-22,31.0,872.0,97.0,0,398.0,37.0,100.0,45.0,12.0
2019-12-23,30.0,1064.0,99.0,0,577.0,82.0,168.0,51.0,22.0
2019-12-24,29.0,957.0,43.0,1,533.0,87.0,256.0,47.0,7.0
2019-12-25,39.0,1009.0,32.0,0,250.0,6.0,394.0,59.0,16.0
2019-12-26,34.0,947.0,76.0,0,431.0,90.0,368.0,65.0,22.0
2019-12-27,32.0,1070.0,73.0,0,469.0,51.0,446.0,59.0,23.0
2019-12-28,26.0,943.0,47.0,1,237.0,7.0,394.0,58.0,16.0
2019-12-29,28.0,991.0,70.0,1,586.0,58.0,176.0,41.0,13.0
2019-12-30,35.0,959.0,80.0,1,572.0,98.0,9.0,58.0,21.0
2019-12-31,34.0,1027.0,29.0,0,593.0,11.0,429.0,60.0,22.0
2020-01-01,36.0,958.0,91.0,1,557.0,29.0,367.0,36.0,12.0
2020-01-02,33.0,980.0,78.0,1,857.0,41.0,138.0,56.0,21.0
2020-01-03,21.0,956.0,26.0,1,524.0,51.0,386.0,59.0,17.0
2020-01-04,36.0,1033.0,50.0,1,961.0,73.0,30.0,45.0,19.0
2020-01-05,36.0,941.0,34.0,1,509.0,30.0,19.0,66.0,15.0
2020-01-06,27.0,957.0,76.0,0,222.0,48.0,124.0,48.0,23.0
2020-01-07,29.0,1087.0,69.0,1,177.0,8.0,246.0,46.0,17.0
2020-01-08,40.0,946.0,31.0,1,179.0,55.0,83.0,61.0,12.0
2020-01-09,31.0,1055.0,49.0,0,486.0,59.0,223.0,36.0,12.0
2020-01-10,34.0,961.0,99.0,0,360.0,23.0,290.0,43.0,16.0
2020-01-11,39.0,1004.0,73.0,0,118.0,27.0,148.0,43.0,10.0
2020-01-12,33.0,1032.0,71.0,1,574.0,79.0,369.0,40.0,29.0
2020-01-13,32.0,1010.0,32.0,1,906.0,62.0,339.0,53.0,16.0
2020-01-14,29.0,1066.0,91.0,0,492.0,90.0,200.0,30.0,25.0
2020-01-15,15.0,1009.0,36.0,0,106.0,27.0,112.0,60.0,17.0
2020-01-16,41.0,1016.0,73.0,0,241.0,77.0,152.0,79.0,20.0
2020-01-17,32.0,1064.0,85.0,0,215.0,56.0,409.0,51.0,22.0
2020-01-18,37.0,1109.0,81.0,0,405.0,10.0,294.0,47.0,23.0
2020-01-19,33.0,926.0,71.0,1,458.0,69.0,163.0,35.0,12.0
2020-01-20,32.0,946.0,74.0,0,138.0,44.0,379.0,54.0,22.0
2020-01-21,38.0,969.0,78.0,1,162.0,32.0,145.0,56.0,8.0
2020-01-22,32.0,943.0,99.0,1,471.0,7.0,166.0,51.0,13.0
2020-01-23,29.0,1095.0,77.0,0,360.0,24.0,446.0,49.0,21.0
2020-01-24,31.0,946.0,67.0,0,835.0,12.0,121.0,54.0,15.0
2020-01-25,28.0,1060.0,70.0,0,983.0,99.0,312.0,54.0,20.0
2020-01-26,31.0,996.0,43.0,0,551.0,37.0,300.0,58.0,17.0
2020-01-27,30.0,1003.0,93.0,1,361.0,43.0,454.0,66.0,22.0
2020-01-28,32.0,992.0,84.0,1,599.0,38.0,427.0,44.0,19.0
2020-01-29,28.0,899.0,95.0,0,640.0,44.0,377.0,47.0,29.0
2020-01-30,37.0,967.0,60.0,0,962.0,73.0,15.0,53.0,26.0
2020-01-31,32.0,941.0,28.0,1,992.0,60.0,44.0,39.0,15.0
2020-02-01,31.0,981.0,30.0,1,961.0,30.0,132.0,48.0,17.0
2020-02-02,34.0,969.0,34.0,1,789.0,47.0,489.0,49.0,19.0
2020-02-03,34.0,1002.0,96.0,0,444.0,27.0,82.0,38.0,28.0
2020-02-04,34.0,1012.0,23.0,0,234.0,64.0,296.0,63.0,16.0
2020-02-05,35.0,1052.0,57.0,1,461.0,45.0,388.0,56.0,17.0
2020-02-06,39.0,997.0,23.0,1,962.0,91.0,16.0,36.0,18.0
2020-02-07,48.0,1049.0,83.0,0,321.0,19.0,41.0,54.0,20.0
2020-02-08,35.0,1027.0,20.0,1,863.0,73.0,17.0,44.0,24.0
2020-02-09,31.0,946.0,48.0,1,816.0,7.0,173.0,62.0,19.0
2020-02-10,39.0,968.0,99.0,0,395.0,31.0,324.0,50.0,15.0
2020-02-11,29.0,943.0,60.0,0,568.0,42.0,102.0,43.0,13.0
2020-02-12,36.0,1014.0,78.0,1,950.0,63.0,218.0,37.0,13.0
2020-02-13,39.0,941.0,40.0,1,825.0,87.0,125.0,56.0,16.0
2020-02-14,41.0,957.0,84.0,0,331.0,55.0,381.0,47.0,24.0
2020-02-15,27.0,1031.0,68.0,0,518.0,5.0,253.0,42.0,19.0
2020-02-16,39.0,932.0,27.0,0,814.0,50.0,216.0,47.0,16.0
2020-02-17,30.0,974.0,63.0,1,581.0,18.0,439.0,56.0,18.0
2020-02-18,33.0,1020.0,84.0,1,761.0,20.0,272.0,57.0,15.0
2020-02-19,25.0,986.0,73.0,1,377.0,11.0,66.0,33.0,11.0
2020-02-20,35.0,1026.0,81.0,0,758.0,48.0,313.0,36.0,23.0
2020-02-21,31.0,1074.0,21.0,0,524.0,5.0,139.0,45.0,25.0
2020-02-22,29.0,955.0,67.0,1,617.0,57.0,359.0,69.0,21.0
2020-02-23,32.0,915.0,75.0,1,781.0,9.0,469.0,54.0,15.0
2020-02-24,41.0,943.0,53.0,1,399.0,50.0,183.0,47.0,15.0
2020-02-25,45.0,1092.0,23.0,1,253.0,98.0,79.0,50.0,16.0
2020-02-26,26.0,1008.0,69.0,0,140.0,97.0,264.0,33.0,20.0
2020-02-27,28.0,962.0,47.0,1,302.0,64.0,176.0,65.0,19.0
2020-02-28,24.0,1099.0,40.0,0,480.0,85.0,494.0,58.0,28.0
2020-02-29,30.0,1056.0,82.0,1,363.0,95.0,217.0,65.0,24.0
2020-03-01,31.0,1029.0,95.0,1,613.0,99.0,219.0,54.0,23.0
2020-03-02,22.0,1026.0,65.0,1,471.0,42.0,173.0,71.0,5.0
2020-03-03,22.0,986.0,97.0,0,732.0,93.0,392.0,45.0,33.0
2020-03-04,24.0,983.0,74.0,0,834.0,20.0,259.0,48.0,19.0
2020-03-05,35.0,955.0,91.0,1,275.0,65.0,22.0,57.0,18.0
2020-03-06,42.0,969.0,98.0,0,398.0,56.0,302.0,61.0,20.0
2020-03-07,47.0,1029.0,60.0,1,765.0,81.0,333.0,43.0,15.0
2020-03-08,37.0,982.0,73.0,1,565.0,29.0,219.0,59.0,13.0
2020-03-09,33.0,934.0,85.0,0,360.0,5.0,120.0,45.0,18.0
2020-03-10,34.0,1007.0,31.0,0,227.0,0.0,89.0,39.0,23.0
2020-03-11,26.0,904.0,71.0,1,637.0,71.0,250.0,35.0,18.0
2020-03-12,38.0,1010.0,35.0,0,140.0,60.0,124.0,47.0,21.0
2020-03-13,41.0,1012.0,23.0,0,344.0,53.0,86.0,37.0,22.0
2020-03-14,29.0,974.0,100.0,1,615.0,41.0,411.0,59.0,14.0
2020-03-15,34.0,1071.0,51.0,1,353.0,90.0,409.0,44.0,20.0
2020-03-16,35.0,1017.0,49.0,0,423.0,29.0,214.0,47.0,18.0
2020-03-17,30.0,954.0,57.0,1,515.0,12.0,36.0,74.0,7.0
2020-03-18,29.0,1039.0,68.0,0,293.0,12.0,37.0,37.0,23.0
2020-03-19,34.0,959.0,61.0,1,347.0,28.0,405.0,43.0,12.0
2020-03-20,41.0,992.0,34.0,1,692.0,76.0,75.0,62.0,15.0
2020-03-21,35.0,987.0,84.0,0,147.0,17.0,482.0,45.0,22.0
2020-03-22,30.0,962.0,96.0,0,307.0,73.0,268.0,76.0,17.0
2020-03-23,30.0,922.0,75.0,0,529.0,60.0,453.0,57.0,20.0
2020-03-24,30.0,1074.0,57.0,0,903.0,62.0,150.0,43.0,25.0
2020-03-25,35.0,965.0,93.0,1,645.0,12.0,167.0,51.0,8.0
2020-03-26,29.0,997.0,86.0,1,160.0,95.0,252.0,45.0,20.0
2020-03-27,30.0,1086.0,28.0,0,431.0,37.0,27.0,53.0,17.0
2020-03-28,29.0,951.0,58.0,1,621.0,19.0,103.0,45.0,9.0
2020-03-29,34.0,993.0,54.0,0,400.0,50.0,171.0,50.0,17.0
2020-03-30,41.0,1080.0,63.0,1,265.0,79.0,350.0,62.0,25.0
2020-03-31,37.0,940.0,75.0,1,478.0,70.0,4.0,33.0,16.0
2020-04-01,30.0,1044.0,32.0,0,569.0,84.0,259.0,30.0,28.0
2020-04-02,24.0,1038.0,47.0,0,457.0,80.0,361.0,55.0,31.0
2020-04-03,17.0,934.0,37.0,0,138.0,14.0,307.0,62.0,22.0
2020-04-04,28.0,967.0,30.0,0,521.0,90.0,468.0,58.0,29.0
2020-04-05,19.0,986.0,97.0,1,938.0,32.0,341.0,55.0,25.0
2020-04-06,30.0,1075.0,83.0,0,854.0,47.0,494.0,55.0,35.0
2020-04-07,20.0,932.0,80.0,0,525.0,63.0,241.0,53.0,24.0
2020-04-08,19.0,987.0,80.0,0,627.0,9.0,312.0,50.0,30.0
2020-04-09,25.0,892.0,75.0,0,257.0,52.0,288.0,52.0,30.0
2020-04-10,21.0,1081.0,43.0,0,598.0,2.0,456.0,54.0,32.0
2020-04-11,26.0,1021.0,72.0,1,345.0,73.0,34.0,48.0,21.0
2020-04-12,28.0,952.0,63.0,0,522.0,54.0,293.0,40.0,25.0
2020-04-13,31.0,986.0,36.0,0,518.0,74.0,101.0,56.0,26.0
2020-04-14,23.0,997.0,50.0,0,779.0,26.0,480.0,43.0,37.0
2020-04-15,22.0,1082.0,52.0,1,220.0,84.0,212.0,44.0,24.0
2020-04-16,27.0,1084.0,83.0,0,306.0,53.0,174.0,50.0,23.0
2020-04-17,21.0,1087.0,84.0,1,799.0,72.0,10.0,61.0,24.0
2020-04-18,26.0,986.0,53.0,0,513.0,19.0,10.0,40.0,25.0
2020-04-19,24.0,952.0,39.0,1,589.0,60.0,436.0,41.0,16.0
2020-04-20,28.0,1079.0,30.0,0,360.0,39.0,386.0,44.0,27.0
2020-04-21,30.0,1046.0,67.0,0,886.0,10.0,295.0,42.0,25.0
2020-04-22,21.0,995.0,59.0,0,381.0,20.0,175.0,45.0,23.0
2020-04-23,23.0,1048.0,78.0,0,193.0,20.0,73.0,28.0,23.0
2020-04-24,24.0,1043.0,40.0,0,886.0,28.0,355.0,39.0,27.0
2020-04-25,35.0,1028.0,26.0,1,503.0,26.0,346.0,57.0,18.0
2020-04-26,22.0,1037.0,91.0,1,337.0,72.0,165.0,58.0,26.0
2020-04-27,29.0,986.0,91.0,0,327.0,80.0,75.0,41.0,28.0
2020-04-28,28.0,945.0,50.0,1,888.0,37.0,281.0,47.0,26.0
2020-04-29,32.0,1021.0,70.0,0,141.0,36.0,52.0,45.0,24.0
2020-04-30,33.0,966.0,91.0,0,709.0,5.0,313.0,71.0,28.0
2020-05-01,26.0,1105.0,46.0,0,187.0,2.0,435.0,67.0,27.0
2020-05-02,25.0,941.0,27.0,0,694.0,32.0,165.0,47.0,25.0
2020-05-03,34.0,1009.0,99.0,0,620.0,34.0,16.0,64.0,25.0
2020-05-04,20.0,1004.0,69.0,0,521.0,86.0,498.0,51.0,31.0
2020-05-05,30.0,1002.0,71.0,1,507.0,16.0,319.0,50.0,20.0
2020-05-06,24.0,980.0,49.0,0,604.0,36.0,33.0,53.0,18.0
2020-05-07,30.0,1046.0,48.0,1,274.0,91.0,261.0,64.0,28.0
2020-05-08,24.0,971.0,37.0,1,267.0,90.0,96.0,57.0,15.0
2020-05-09,21.0,993.0,83.0,1,672.0,38.0,214.0,43.0,17.0
2020-05-10,36.0,975.0,20.0,1,409.0,47.0,18.0,41.0,19.0
2020-05-11,21.0,1034.0,88.0,1,879.0,16.0,206.0,56.0,33.0
2020-05-12,34.0,968.0,99.0,1,320.0,41.0,376.0,58.0,28.0
2020-05-13,24.0,1003.0,38.0,0,310.0,74.0,240.0,68.0,28.0
2020-05-14,29.0,1086.0,61.0,0,180.0,85.0,51.0,39.0,30.0
2020-05-15,30.0,982.0,59.0,0,961.0,89.0,16.0,50.0,27.0
2020-05-16,24.0,996.0,23.0,0,480.0,96.0,21.0,58.0,21.0
2020-05-17,27.0,925.0,100.0,1,197.0,68.0,33.0,57.0,15.0
2020-05-18,21.0,1067.0,36.0,1,171.0,67.0,398.0,42.0,28.0
2020-05-19,30.0,1080.0,47.0,1,197.0,89.0,416.0,70.0,26.0
2020-05-20,26.0,986.0,44.0,0,132.0,88.0,53.0,39.0,27.0
2020-05-21,21.0,1071.0,58.0,1,648.0,35.0,485.0,26.0,24.0
2020-05-22,24.0,992.0,82.0,1,750.0,8.0,329.0,41.0,22.0
2020-05-23,31.0,969.0,62.0,1,976.0,93.0,85.0,46.0,17.0
2020-05-24,13.0,1052.0,31.0,0,476.0,17.0,185.0,58.0,31.0
2020-05-25,30.0,1079.0,56.0,0,688.0,83.0,389.0,52.0,37.0
2020-05-26,19.0,1074.0,47.0,0,539.0,49.0,21.0,42.0,33.0
2020-05-27,27.0,964.0,52.0,1,685.0,75.0,376.0,62.0,24.0
2020-05-28,23.0,894.0,99.0,1,600.0,44.0,154.0,41.0,21.0
2020-05-29,29.0,972.0,60.0,0,660.0,99.0,230.0,25.0,23.0
2020-05-30,24.0,1080.0,72.0,0,670.0,49.0,487.0,40.0,38.0
2020-05-31,27.0,1028.0,75.0,0,762.0,97.0,63.0,56.0,32.0
2020-06-01,26.0,1031.0,30.0,1,525.0,16.0,309.0,40.0,13.0
2020-06-02,18.0,981.0,34.0,1,364.0,92.0,408.0,43.0,30.0
2020-06-03,22.0,1061.0,29.0,0,733.0,35.0,482.0,52.0,29.0
2020-06-04,28.0,1079.0,48.0,0,495.0,83.0,456.0,44.0,31.0
2020-06-05,20.0,944.0,55.0,1,169.0,87.0,272.0,33.0,29.0
2020-06-06,17.0,990.0,79.0,0,123.0,30.0,248.0,44.0,31.0
2020-06-07,32.0,987.0,59.0,1,856.0,93.0,177.0,53.0,20.0
2020-06-08,29.0,954.0,70.0,0,779.0,99.0,477.0,60.0,29.0
2020-06-09,26.0,941.0,23.0,0,501.0,83.0,275.0,42.0,22.0
2020-06-10,30.0,950.0,40.0,1,325.0,39.0,414.0,71.0,18.0
2020-06-11,26.0,1011.0,67.0,1,685.0,92.0,373.0,47.0,27.0
2020-06-12,22.0,972.0,69.0,1,990.0,3.0,73.0,52.0,21.0
2020-06-13,19.0,1060.0,47.0,1,918.0,79.0,377.0,43.0,24.0
2020-06-14,23.0,945.0,20.0,1,786.0,26.0,459.0,70.0,24.0
2020-06-15,23.0,989.0,34.0,1,926.0,59.0,298.0,44.0,22.0
2020-06-16,23.0,1087.0,38.0,1,590.0,86.0,238.0,50.0,26.0
2020-06-17,30.0,1134.0,66.0,1,420.0,85.0,22.0,72.0,21.0
2020-06-18,26.0,1063.0,82.0,0,655.0,74.0,173.0,49.0,30.0
2020-06-19,26.0,963.0,43.0,0,499.0,37.0,245.0,51.0,22.0
2020-06-20,27.0,995.0,71.0,0,283.0,34.0,277.0,64.0,22.0
2020-06-21,28.0,902.0,54.0,0,165.0,95.0,231.0,46.0,26.0
2020-06-22,29.0,922.0,56.0,1,107.0,67.0,418.0,42.0,19.0
2020-06-23,26.0,980.0,100.0,1,137.0,32.0,110.0,44.0,29.0
2020-06-24,27.0,1031.0,66.0,0,401.0,77.0,350.0,49.0,29.0
2020-06-25,31.0,995.0,49.0,0,354.0,87.0,333.0,54.0,31.0
2020-06-26,25.0,992.0,47.0,1,500.0,54.0,223.0,49.0,16.0
2020-06-27,28.0,958.0,89.0,1,977.0,41.0,145.0,57.0,25.0
2020-06-28,22.0,993.0,41.0,1,788.0,3.0,186.0,64.0,19.0
2020-06-29,31.0,998.0,76.0,0,118.0,76.0,498.0,45.0,29.0
2020-06-30,22.0,908.0,54.0,1,449.0,22.0,35.0,41.0,18.0
2020-07-01,34.0,916.0,79.0,0,262.0,1.0,211.0,44.0,22.0
2020-07-02,22.0,1053.0,85.0,0,403.0,33.0,317.0,60.0,27.0
2020-07-03,20.0,1030.0,54.0,0,512.0,4.0,465.0,44.0,26.0
2020-07-04,32.0,965.0,68.0,1,670.0,94.0,143.0,65.0,21.0
2020-07-05,27.0,990.0,96.0,0,718.0,24.0,214.0,57.0,21.0
2020-07-06,31.0,987.0,94.0,0,218.0,80.0,335.0,48.0,26.0
2020-07-07,26.0,1008.0,63.0,1,121.0,23.0,413.0,42.0,20.0
2020-07-08,18.0,1040.0,66.0,1,162.0,60.0,68.0,53.0,23.0
2020-07-09,31.0,1018.0,66.0,1,317.0,30.0,281.0,48.0,15.0
2020-07-10,32.0,858.0,92.0,1,884.0,48.0,85.0,47.0,21.0
2020-07-11,28.0,939.0,30.0,0,655.0,4.0,7.0,51.0,20.0
2020-07-12,27.0,1026.0,76.0,1,772.0,28.0,4.0,44.0,21.0
2020-07-13,21.0,945.0,39.0,0,646.0,72.0,183.0,70.0,23.0
2020-07-14,20.0,1059.0,28.0,1,401.0,91.0,466.0,50.0,27.0
2020-07-15,21.0,960.0,64.0,0,798.0,84.0,492.0,56.0,31.0
2020-07-16,19.0,943.0,33.0,1,614.0,63.0,427.0,38.0,19.0
2020-07-17,29.0,994.0,33.0,0,618.0,43.0,41.0,38.0,18.0
2020-07-18,26.0,945.0,33.0,0,344.0,21.0,217.0,60.0,17.0
2020-07-19,28.0,930.0,49.0,0,597.0,53.0,406.0,42.0,31.0
2020-07-20,23.0,972.0,30.0,1,172.0,55.0,422.0,50.0,20.0
2020-07-21,25.0,1029.0,42.0,0,515.0,35.0,95.0,44.0,34.0
2020-07-22,22.0,1064.0,85.0,0,889.0,58.0,233.0,25.0,23.0
2020-07-23,34.0,1058.0,100.0,0,914.0,95.0,262.0,60.0,26.0
2020-07-24,24.0,947.0,95.0,0,558.0,83.0,193.0,50.0,21.0
2020-07-25,21.0,1008.0,53.0,1,616.0,16.0,201.0,40.0,17.0
2020-07-26,30.0,911.0,37.0,0,890.0,70.0,293.0,53.0,25.0
2020-07-27,23.0,1016.0,24.0,0,818.0,55.0,105.0,61.0,27.0
2020-07-28,20.0,971.0,64.0,1,324.0,79.0,379.0,58.0,14.0
2020-07-29,29.0,1013.0,34.0,1,750.0,89.0,181.0,67.0,31.0
2020-07-30,21.0,823.0,28.0,0,582.0,16.0,271.0,64.0,23.0
2020-07-31,28.0,1000.0,97.0,0,410.0,19.0,326.0,70.0,19.0
2020-08-01,27.0,992.0,69.0,1,451.0,29.0,33.0,52.0,14.0
2020-08-02,27.0,943.0,37.0,0,661.0,20.0,468.0,29.0,13.0
2020-08-03,34.0,1046.0,97.0,1,881.0,44.0,194.0,74.0,27.0
2020-08-04,27.0,973.0,48.0,0,951.0,55.0,315.0,70.0,25.0
2020-08-05,30.0,944.0,23.0,0,212.0,13.0,345.0,36.0,23.0
2020-08-06,25.0,1059.0,75.0,0,145.0,100.0,245.0,54.0,27.0
2020-08-07,31.0,1119.0,89.0,0,179.0,16.0,489.0,38.0,39.0
2020-08-08,26.0,1011.0,34.0,0,903.0,11.0,56.0,40.0,28.0
2020-08-09,20.0,1005.0,36.0,0,731.0,68.0,323.0,37.0,28.0
2020-08-10,17.0,953.0,99.0,1,451.0,97.0,236.0,53.0,21.0
2020-08-11,25.0,987.0,36.0,0,248.0,10.0,352.0,37.0,15.0
2020-08-12,25.0,1006.0,33.0,0,776.0,92.0,360.0,63.0,29.0
2020-08-13,32.0,971.0,21.0,1,298.0,28.0,211.0,55.0,20.0
2020-08-14,23.0,1005.0,30.0,1,526.0,97.0,346.0,54.0,23.0
2020-08-15,26.0,973.0,30.0,1,246.0,66.0,44.0,36.0,20.0
2020-08-16,22.0,972.0,26.0,0,263.0,68.0,104.0,50.0,15.0
2020-08-17,36.0,998.0,76.0,1,929.0,42.0,424.0,42.0,18.0
2020-08-18,23.0,928.0,29.0,0,613.0,22.0,317.0,57.0,14.0
2020-08-19,24.0,988.0,67.0,0,174.0,51.0,44.0,43.0,17.0
2020-08-20,19.0,1109.0,37.0,0,752.0,27.0,361.0,51.0,28.0
2020-08-21,32.0,997.0,86.0,0,859.0,18.0,149.0,43.0,25.0
2020-08-22,19.0,1040.0,54.0,0,236.0,69.0,81.0,47.0,25.0
2020-08-23,25.0,1036.0,31.0,0,961.0,54.0,332.0,48.0,24.0
2020-08-24,26.0,981.0,81.0,0,197.0,30.0,213.0,70.0,17.0
2020-08-25,24.0,1036.0,29.0,0,619.0,10.0,202.0,70.0,30.0
2020-08-26,25.0,1008.0,84.0,0,767.0,15.0,154.0,54.0,24.0
2020-08-27,30.0,953.0,24.0,1,136.0,44.0,193.0,61.0,12.0
2020-08-28,32.0,999.0,90.0,1,987.0,43.0,304.0,42.0,31.0
2020-08-29,30.0,991.0,48.0,1,148.0,75.0,39.0,51.0,19.0
2020-08-30,29.0,989.0,69.0,1,679.0,90.0,17.0,54.0,19.0
2020-08-31,32.0,1055.0,73.0,1,111.0,43.0,152.0,68.0,17.0
2020-09-01,25.0,1132.0,26.0,1,420.0,25.0,376.0,52.0,22.0
2020-09-02,23.0,1048.0,79.0,1,156.0,52.0,283.0,42.0,22.0
2020-09-03,31.0,1029.0,40.0,1,266.0,91.0,3.0,52.0,16.0
2020-09-04,19.0,963.0,21.0,0,830.0,3.0,142.0,56.0,24.0
2020-09-05,17.0,1017.0,85.0,0,764.0,81.0,470.0,45.0,29.0
2020-09-06,28.0,995.0,35.0,0,432.0,85.0,72.0,46.0,26.0
2020-09-07,34.0,1094.0,39.0,0,500.0,46.0,25.0,38.0,23.0
2020-09-08,22.0,1090.0,92.0,1,421.0,99.0,386.0,33.0,30.0
2020-09-09,25.0,949.0,25.0,0,134.0,64.0,106.0,58.0,23.0
2020-09-10,19.0,959.0,20.0,1,965.0,23.0,257.0,33.0,23.0
2020-09-11,25.0,939.0,24.0,1,279.0,79.0,483.0,39.0,21.0
2020-09-12,21.0,1015.0,89.0,0,743.0,84.0,117.0,31.0,27.0
2020-09-13,29.0,1059.0,75.0,1,272.0,15.0,202.0,62.0,20.0
2020-09-14,23.0,1036.0,99.0,1,601.0,99.0,7.0,55.0,24.0
2020-09-15,22.0,950.0,87.0,1,311.0,33.0,422.0,38.0,22.0
2020-09-16,35.0,967.0,55.0,1,771.0,21.0,476.0,27.0,19.0
2020-09-17,22.0,1001.0,58.0,0,863.0,83.0,325.0,40.0,29.0
2020-09-18,20.0,984.0,32.0,1,516.0,67.0,203.0,45.0,13.0
2020-09-19,24.0,1044.0,70.0,1,480.0,22.0,416.0,57.0,25.0
2020-09-20,29.0,945.0,50.0,1,720.0,68.0,312.0,48.0,20.0
2020-09-21,36.0,1012.0,56.0,0,829.0,15.0,63.0,48.0,25.0
2020-09-22,27.0,974.0,97.0,1,599.0,99.0,4.0,46.0,24.0
2020-09-23,19.0,975.0,54.0,1,714.0,26.0,348.0,38.0,17.0
2020-09-24,23.0,1012.0,23.0,0,595.0,59.0,289.0,35.0,27.0
2020-09-25,24.0,933.0,58.0,0,765.0,12.0,71.0,31.0,22.0
2020-09-26,34.0,988.0,40.0,0,695.0,62.0,187.0,46.0,24.0
2020-09-27,28.0,1026.0,71.0,1,371.0,76.0,466.0,44.0,20.0
2020-09-28,27.0,1027.0,61.0,1,760.0,88.0,206.0,56.0,25.0
2020-09-29,19.0,928.0,34.0,1,601.0,93.0,420.0,59.0,15.0
2020-09-30,32.0,1019.0,39.0,1,724.0,96.0,23.0,48.0,21.0
2020-10-01,30.0,999.0,27.0,0,456.0,61.0,479.0,45.0,16.0
2020-10-02,34.0,1025.0,79.0,0,575.0,27.0,234.0,44.0,15.0
2020-10-03,30.0,942.0,67.0,1,736.0,35.0,459.0,50.0,20.0
2020-10-04,32.0,1017.0,80.0,0,456.0,72.0,294.0,62.0,17.0
2020-10-05,28.0,932.0,38.0,1,340.0,83.0,228.0,49.0,11.0
2020-10-06,36.0,998.0,86.0,1,375.0,62.0,227.0,51.0,10.0
2020-10-07,38.0,985.0,99.0,0,693.0,90.0,26.0,34.0,25.0
2020-10-08,42.0,979.0,79.0,1,510.0,76.0,315.0,59.0,21.0
2020-10-09,34.0,1028.0,93.0,1,640.0,46.0,102.0,47.0,17.0
2020-10-10,30.0,961.0,34.0,0,548.0,17.0,266.0,37.0,19.0
