Tipo_Prenda,Género,Color,Estilo,Marca,Precio,Talla,Cantidad_Lavados,Edad,Profesión,Género_Incluyente,Calidad
Chaqueta,Dama,Negro,Casual,Marca B,1858.36,40,14,26,Artes,Hombre,Regular
Vestido,Dama,Blanco,Formal,Marca A,864.81,38,9,29,Ingeniería,Hombre,Buena
Falda,Caballero,Negro,Deportivo,Marca B,1164.58,33,6,29,Ciencias de la Salud,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca A,762.18,38,12,20,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Verde,Casual,Marca D,1627.39,42,19,22,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Verde,Casual,Marca B,582.02,36,4,27,Ingeniería,Hombre,Buena
Pantalón,Dama,Azul,Formal,Marca C,1259.17,33,4,26,Educación,Mujer,Buena
Vestido,Caballero,Blanco,Casual,Marca B,396.75,37,2,21,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Dama,Verde,Formal,Marca C,1974.57,36,19,29,Artes,Hombre,Buena
Falda,Caballero,Verde,Deportivo,Marca D,774.32,38,8,22,Deportes,Mujer,Mala
Chaqueta,Caballero,Verde,Formal,Marca D,1408.98,36,6,23,Ciencias de la Salud,Mujer,Buena
Falda,Caballero,Verde,Formal,Marca D,994.77,41,5,26,Artes,Hombre,Regular
Camisa,Caballero,Negro,Formal,Marca C,1703.47,37,3,23,Ciencias Sociales y Humanidades,HombreMujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca C,1756.75,40,13,29,Ciencias Sociales y Humanidades,Mujer,Mala
Pantalón,Caballero,Verde,Casual,Marca C,862.25,40,9,23,Artes,Mujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca D,246.78,44,16,26,Educación,Hombre,Buena
Vestido,Dama,Blanco,Formal,Marca D,178.46,42,13,27,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Negro,Casual,Marca C,1126.88,40,3,27,Ingeniería,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca D,1015.28,44,6,22,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Negro,Casual,Marca B,1711.78,42,8,28,Ciencias Sociales y Humanidades,HombreMujer,Mala
Camisa,Dama,Negro,Formal,Marca D,713.6,42,4,27,Deportes,Hombre,Mala
Camisa,Dama,Verde,Deportivo,Marca B,999.62,39,9,25,Ingeniería,Hombre,Regular
Falda,Dama,Verde,Formal,Marca D,1918.73,39,4,27,Ciencias Sociales y Humanidades,HombreMujer,Buena
Falda,Caballero,Verde,Formal,Marca B,1320.43,35,5,26,Artes,Mujer,Regular
Vestido,Caballero,Rojo,Casual,Marca C,1364.33,42,19,30,Ingeniería,Mujer,Buena
Camisa,Dama,Negro,Deportivo,Marca D,1305.25,45,12,29,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Blanco,Casual,Marca D,736.32,42,12,25,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Verde,Deportivo,Marca B,1841.72,32,5,26,Ciencias de la Salud,HombreMujer,Mala
Falda,Caballero,Blanco,Formal,Marca B,1062.18,36,17,30,Deportes,HombreMujer,Buena
Vestido,Dama,Azul,Casual,Marca B,681.56,41,5,21,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Blanco,Casual,Marca A,427.99,32,1,28,Deportes,Mujer,Buena
Pantalón,Caballero,Verde,Formal,Marca A,1082.23,42,16,22,Educación,Mujer,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca B,567.81,44,3,20,Educación,Mujer,Buena
Vestido,Dama,Verde,Casual,Marca B,1092.86,33,7,28,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Dama,Azul,Formal,Marca B,1274.34,34,15,21,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Negro,Deportivo,Marca D,1211.25,34,14,22,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca D,876.21,35,1,22,Ingeniería,Mujer,Mala
Falda,Caballero,Rojo,Casual,Marca C,1577.98,38,18,20,Educación,Mujer,Buena
Pantalón,Caballero,Verde,Formal,Marca C,1510.37,36,17,30,Ingeniería,Hombre,Regular
Falda,Dama,Azul,Casual,Marca D,1965.15,38,4,21,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Deportivo,Marca C,1464.94,33,16,30,Artes,Hombre,Mala
Pantalón,Dama,Verde,Formal,Marca A,624.1,43,13,22,Deportes,Hombre,Mala
Chaqueta,Caballero,Rojo,Formal,Marca C,363.54,37,11,28,Artes,HombreMujer,Mala
Chaqueta,Caballero,Azul,Formal,Marca D,1005.96,44,11,30,Deportes,Mujer,Mala
Camisa,Caballero,Blanco,Deportivo,Marca D,1062.36,37,10,24,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Caballero,Blanco,Formal,Marca A,447.65,42,13,27,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Azul,Deportivo,Marca C,684.72,39,2,29,Ciencias Sociales y Humanidades,HombreMujer,Buena
Chaqueta,Caballero,Azul,Deportivo,Marca C,457.78,33,4,25,Ciencias de la Salud,Hombre,Regular
Vestido,Dama,Verde,Formal,Marca C,1703.41,43,16,28,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca A,1039.19,40,1,25,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Verde,Formal,Marca B,378.8,38,10,28,Ingeniería,Hombre,Mala
Vestido,Caballero,Negro,Deportivo,Marca D,1498.04,35,6,25,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Rojo,Formal,Marca B,1973.62,38,15,26,Ciencias de la Salud,Mujer,Regular
Camisa,Dama,Azul,Formal,Marca C,264.52,45,11,30,Educación,Hombre,Mala
Chaqueta,Dama,Blanco,Formal,Marca A,1844.13,41,16,30,Educación,Mujer,Buena
Camisa,Caballero,Verde,Deportivo,Marca B,703.92,36,0,22,Ciencias Sociales y Humanidades,HombreMujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca B,973.83,32,16,30,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Azul,Casual,Marca B,544.01,35,4,20,Educación,HombreMujer,Buena
Falda,Dama,Negro,Deportivo,Marca A,1873.82,33,15,27,Deportes,Hombre,Mala
Camisa,Caballero,Verde,Formal,Marca A,590.89,33,4,26,Deportes,Mujer,Regular
Vestido,Dama,Negro,Casual,Marca D,918.28,45,20,26,Ingeniería,Hombre,Buena
Camisa,Caballero,Negro,Casual,Marca B,1132.05,37,13,21,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Azul,Formal,Marca B,1978.56,35,0,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Blanco,Casual,Marca A,853.86,35,2,26,Ingeniería,Hombre,Regular
Camisa,Dama,Rojo,Casual,Marca C,595.11,34,14,22,Artes,Hombre,Buena
Falda,Caballero,Negro,Formal,Marca D,441.24,43,12,26,Deportes,Mujer,Buena
Falda,Caballero,Rojo,Formal,Marca A,1786.95,34,4,30,Ingeniería,Mujer,Mala
Vestido,Dama,Rojo,Formal,Marca A,1138.66,40,0,24,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Dama,Negro,Deportivo,Marca D,364,36,12,27,Artes,HombreMujer,Buena
Falda,Caballero,Negro,Formal,Marca C,1903.79,42,12,21,Deportes,Hombre,Buena
Chaqueta,Caballero,Verde,Formal,Marca B,201.21,34,9,23,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Blanco,Casual,Marca B,1516.46,44,10,24,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Blanco,Casual,Marca C,1489.85,43,18,20,Artes,Hombre,Buena
Pantalón,Caballero,Rojo,Formal,Marca B,1950.43,34,2,25,Educación,Hombre,Buena
Pantalón,Caballero,Blanco,Formal,Marca B,1790.09,32,15,26,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Caballero,Blanco,Casual,Marca B,1816.18,44,6,23,Educación,Mujer,Buena
Chaqueta,Dama,Rojo,Casual,Marca C,163.1,37,10,20,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca B,700.54,39,6,27,Ingeniería,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca C,1678.43,41,0,27,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Casual,Marca D,1757.15,34,20,22,Educación,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca B,1737.66,36,8,25,Educación,Hombre,Regular
Vestido,Dama,Rojo,Formal,Marca C,1111.1,39,6,28,Ciencias de la Salud,HombreMujer,Regular
Vestido,Caballero,Azul,Formal,Marca B,1181.2,35,9,22,Ciencias Sociales y Humanidades,HombreMujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,302.56,45,3,23,Deportes,Mujer,Regular
Pantalón,Dama,Azul,Formal,Marca A,711.24,33,9,23,Ingeniería,Hombre,Buena
Pantalón,Dama,Negro,Deportivo,Marca D,1792.57,42,12,20,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca C,1145.11,45,15,21,Ingeniería,HombreMujer,Buena
Chaqueta,Dama,Rojo,Deportivo,Marca D,1415.98,33,5,29,Ciencias de la Salud,Mujer,Regular
Chaqueta,Dama,Azul,Formal,Marca D,1170.34,32,17,21,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Blanco,Casual,Marca A,1055.1,35,4,20,Ingeniería,HombreMujer,Buena
Vestido,Caballero,Verde,Deportivo,Marca C,983.89,35,0,27,Artes,Mujer,Buena
Camisa,Caballero,Rojo,Formal,Marca A,243.4,39,1,21,Artes,HombreMujer,Regular
Chaqueta,Dama,Rojo,Casual,Marca A,448.55,37,3,27,Ciencias Sociales y Humanidades,Hombre,Buena
Chaqueta,Dama,Blanco,Deportivo,Marca B,1266.68,43,18,28,Deportes,Mujer,Buena
Vestido,Dama,Rojo,Formal,Marca C,1519.96,40,13,23,Educación,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca A,1571.73,36,1,23,Educación,Mujer,Regular
Camisa,Dama,Verde,Formal,Marca D,1605.61,44,9,20,Ingeniería,Mujer,Regular
Camisa,Dama,Rojo,Deportivo,Marca C,175.78,39,18,23,Artes,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,1694.06,38,3,28,Educación,HombreMujer,Mala
Camisa,Dama,Verde,Casual,Marca B,1386.08,42,18,26,Ingeniería,Mujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca B,1838.18,35,13,22,Ciencias Sociales y Humanidades,Mujer,Mala
Vestido,Dama,Verde,Deportivo,Marca D,1743.82,34,20,26,Ciencias Sociales y Humanidades,HombreMujer,Regular
Vestido,Caballero,Rojo,Casual,Marca D,769.94,43,0,22,Ciencias Sociales y Humanidades,Mujer,Mala
Camisa,Dama,Azul,Formal,Marca A,1991.11,33,0,29,Ciencias de la Salud,Mujer,Regular
Chaqueta,Caballero,Verde,Casual,Marca B,967.76,44,7,27,Artes,Mujer,Buena
Vestido,Dama,Rojo,Casual,Marca C,929.71,41,4,23,Ingeniería,Mujer,Buena
Pantalón,Dama,Negro,Deportivo,Marca C,1752.84,43,9,21,Ciencias Sociales y Humanidades,Mujer,Regular
Vestido,Dama,Blanco,Formal,Marca A,953.27,36,2,27,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Deportivo,Marca B,1097.91,42,2,29,Ingeniería,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca D,1897.64,32,0,29,Ciencias de la Salud,Mujer,Regular
Pantalón,Dama,Negro,Deportivo,Marca C,1154.24,34,20,28,Ciencias de la Salud,HombreMujer,Buena
Camisa,Dama,Azul,Formal,Marca D,697.58,45,14,30,Educación,Mujer,Buena
Vestido,Caballero,Blanco,Deportivo,Marca C,1359.44,41,11,27,Ingeniería,HombreMujer,Buena
Pantalón,Caballero,Verde,Casual,Marca C,398.68,43,19,26,Ciencias de la Salud,Hombre,Buena
Chaqueta,Caballero,Blanco,Casual,Marca C,365.57,39,3,27,Artes,Hombre,Buena
Pantalón,Dama,Negro,Casual,Marca D,1724.78,33,6,30,Educación,Mujer,Mala
Pantalón,Caballero,Blanco,Casual,Marca A,1280.25,45,16,22,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,319.73,39,2,24,Ingeniería,Mujer,Buena
Falda,Caballero,Azul,Deportivo,Marca A,1515.22,44,12,30,Ingeniería,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca A,1579.64,38,4,30,Artes,Hombre,Mala
Pantalón,Dama,Negro,Casual,Marca B,949.1,43,11,25,Educación,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca C,833.24,32,18,22,Deportes,Hombre,Buena
Vestido,Caballero,Blanco,Formal,Marca A,302.03,36,15,28,Deportes,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca D,1356.83,35,16,30,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Dama,Verde,Casual,Marca B,1729.32,44,18,29,Educación,HombreMujer,Buena
Camisa,Dama,Negro,Deportivo,Marca B,638.26,44,20,25,Educación,Hombre,Buena
Pantalón,Caballero,Verde,Casual,Marca B,747.58,38,11,26,Ciencias Sociales y Humanidades,HombreMujer,Mala
Chaqueta,Caballero,Negro,Casual,Marca B,974.14,37,0,30,Artes,Mujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca C,472.67,32,7,27,Artes,Mujer,Mala
Camisa,Caballero,Negro,Casual,Marca B,1386.64,41,5,29,Ingeniería,Hombre,Buena
Camisa,Caballero,Azul,Formal,Marca A,1962.71,35,6,27,Ciencias de la Salud,Hombre,Regular
Pantalón,Dama,Rojo,Formal,Marca C,1237,39,17,29,Deportes,HombreMujer,Buena
Chaqueta,Dama,Verde,Formal,Marca A,1508.74,44,3,24,Artes,Mujer,Buena
Camisa,Caballero,Negro,Casual,Marca C,1284.89,38,16,20,Deportes,HombreMujer,Buena
Pantalón,Dama,Blanco,Casual,Marca C,795.2,43,9,22,Deportes,Hombre,Buena
Chaqueta,Caballero,Verde,Deportivo,Marca D,1155.35,33,15,23,Artes,Hombre,Buena
Vestido,Dama,Azul,Formal,Marca A,780.13,37,10,27,Ingeniería,HombreMujer,Mala
Pantalón,Dama,Azul,Deportivo,Marca B,763.39,37,15,24,Educación,Mujer,Regular
Falda,Caballero,Negro,Deportivo,Marca C,627.17,42,17,23,Deportes,Mujer,Regular
Pantalón,Caballero,Azul,Casual,Marca A,1188.64,32,7,20,Ingeniería,Mujer,Regular
Camisa,Caballero,Rojo,Deportivo,Marca D,604.67,44,13,24,Deportes,Mujer,Buena
Vestido,Dama,Verde,Formal,Marca C,828.93,44,6,25,Educación,HombreMujer,Regular
Pantalón,Caballero,Negro,Casual,Marca D,1328.43,41,4,27,Ingeniería,Hombre,Mala
Vestido,Caballero,Negro,Casual,Marca B,479.78,38,20,20,Ciencias Sociales y Humanidades,HombreMujer,Mala
Vestido,Caballero,Negro,Casual,Marca A,1163.92,39,2,28,Ciencias Sociales y Humanidades,Hombre,Mala
Chaqueta,Caballero,Negro,Casual,Marca A,1684.77,35,4,25,Ciencias Sociales y Humanidades,HombreMujer,Buena
Vestido,Dama,Verde,Formal,Marca B,1886.06,36,20,29,Artes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca C,1625.02,40,17,28,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Caballero,Negro,Formal,Marca A,1232.04,33,15,28,Ingeniería,Mujer,Buena
Vestido,Caballero,Rojo,Deportivo,Marca B,1459.72,35,19,26,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca C,881.5,35,19,20,Ciencias de la Salud,Hombre,Regular
Falda,Caballero,Rojo,Deportivo,Marca C,1769.24,32,0,24,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Caballero,Rojo,Deportivo,Marca C,599.75,35,3,25,Artes,Hombre,Buena
Pantalón,Caballero,Blanco,Casual,Marca A,1984.87,37,2,26,Educación,HombreMujer,Buena
Pantalón,Dama,Azul,Formal,Marca C,167.12,38,8,21,Ingeniería,HombreMujer,Buena
Falda,Dama,Verde,Deportivo,Marca A,575.91,45,8,22,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Dama,Blanco,Casual,Marca D,1369.43,33,20,20,Artes,Mujer,Buena
Chaqueta,Dama,Blanco,Formal,Marca A,876.14,37,19,28,Ingeniería,Mujer,Regular
Camisa,Caballero,Negro,Casual,Marca A,346.38,38,10,26,Ingeniería,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca D,283.17,39,19,21,Deportes,Hombre,Buena
Pantalón,Caballero,Rojo,Casual,Marca A,150.17,35,10,26,Ingeniería,Mujer,Buena
Chaqueta,Dama,Azul,Deportivo,Marca A,1275.81,37,20,24,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Negro,Casual,Marca B,536.16,44,4,26,Ciencias de la Salud,Hombre,Buena
Camisa,Dama,Verde,Casual,Marca A,945.99,42,13,24,Ingeniería,HombreMujer,Regular
Falda,Caballero,Azul,Casual,Marca B,776.05,38,6,27,Ciencias Sociales y Humanidades,Hombre,Mala
Falda,Dama,Azul,Formal,Marca B,348.95,34,9,26,Ciencias de la Salud,Mujer,Buena
Camisa,Caballero,Azul,Formal,Marca D,675.3,34,15,30,Artes,HombreMujer,Mala
Vestido,Dama,Rojo,Casual,Marca A,529.17,33,15,27,Deportes,Mujer,Mala
Pantalón,Caballero,Azul,Formal,Marca C,1036.75,43,15,29,Ciencias Sociales y Humanidades,Mujer,Buena
Pantalón,Dama,Rojo,Formal,Marca D,844.24,33,13,21,Deportes,Mujer,Regular
Falda,Dama,Azul,Casual,Marca A,547.39,36,13,22,Educación,Hombre,Buena
Pantalón,Dama,Rojo,Casual,Marca B,1020.51,43,13,24,Educación,Hombre,Regular
Pantalón,Dama,Verde,Formal,Marca C,1293.46,38,0,25,Ciencias Sociales y Humanidades,Hombre,Regular
Pantalón,Caballero,Verde,Formal,Marca C,206.53,38,3,29,Ciencias Sociales y Humanidades,Hombre,Buena
Pantalón,Dama,Rojo,Deportivo,Marca C,1725.21,44,20,20,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Blanco,Casual,Marca C,1209.74,45,16,25,Ciencias de la Salud,HombreMujer,Regular
Camisa,Dama,Verde,Deportivo,Marca D,1706.71,32,9,25,Ingeniería,HombreMujer,Buena
Pantalón,Dama,Azul,Deportivo,Marca C,531.7,37,7,20,Artes,HombreMujer,Regular
Camisa,Dama,Negro,Formal,Marca C,409.14,40,4,21,Artes,Mujer,Regular
Pantalón,Dama,Rojo,Formal,Marca B,1071.59,34,13,20,Deportes,Hombre,Buena
Camisa,Dama,Rojo,Casual,Marca B,1491.9,37,4,27,Deportes,HombreMujer,Buena
Falda,Caballero,Negro,Casual,Marca B,777.61,42,7,28,Artes,Mujer,Mala
Chaqueta,Dama,Blanco,Formal,Marca D,1387.66,42,11,23,Ciencias de la Salud,Mujer,Buena
Pantalón,Caballero,Negro,Casual,Marca B,1380.85,38,6,21,Educación,Hombre,Buena
Pantalón,Caballero,Rojo,Formal,Marca D,390.64,45,6,21,Ciencias Sociales y Humanidades,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca D,1679.4,40,13,23,Ciencias de la Salud,Mujer,Mala
Camisa,Caballero,Rojo,Deportivo,Marca A,983.12,34,10,26,Ciencias de la Salud,Mujer,Buena
Camisa,Dama,Azul,Casual,Marca B,607.78,38,16,21,Artes,Mujer,Buena
Chaqueta,Dama,Rojo,Formal,Marca A,1330.98,40,9,25,Ciencias de la Salud,HombreMujer,Regular
Falda,Caballero,Blanco,Deportivo,Marca C,434.82,34,10,20,Ingeniería,Hombre,Buena
Chaqueta,Dama,Blanco,Formal,Marca D,604.8,35,20,28,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Rojo,Casual,Marca C,789.79,39,16,21,Ciencias Sociales y Humanidades,HombreMujer,Mala
Pantalón,Dama,Rojo,Formal,Marca D,292.99,43,1,26,Ingeniería,Mujer,Mala
Chaqueta,Dama,Rojo,Formal,Marca C,187.64,41,0,24,Deportes,Mujer,Buena
Camisa,Caballero,Azul,Deportivo,Marca A,1129.19,38,7,29,Ciencias de la Salud,Mujer,Buena
Pantalón,Dama,Blanco,Deportivo,Marca C,787.14,33,4,30,Deportes,Hombre,Regular
Camisa,Dama,Azul,Formal,Marca D,574.22,33,8,29,Artes,HombreMujer,Regular
Camisa,Caballero,Verde,Deportivo,Marca D,430.89,37,11,30,Ciencias Sociales y Humanidades,Hombre,Buena
Vestido,Caballero,Blanco,Deportivo,Marca C,1641.04,37,16,23,Artes,HombreMujer,Mala
Falda,Caballero,Azul,Deportivo,Marca A,535.68,39,20,26,Deportes,Mujer,Buena
Camisa,Caballero,Negro,Deportivo,Marca D,195.94,42,4,22,Ciencias de la Salud,Hombre,Buena
Pantalón,Caballero,Verde,Formal,Marca A,902.45,45,10,22,Ingeniería,Hombre,Regular
Pantalón,Dama,Verde,Deportivo,Marca D,1818.89,39,6,27,Educación,HombreMujer,Buena
Camisa,Dama,Negro,Deportivo,Marca A,538.89,38,12,22,Artes,HombreMujer,Buena
Falda,Caballero,Rojo,Formal,Marca D,1732.81,33,8,20,Educación,Hombre,Mala
Pantalón,Dama,Blanco,Casual,Marca A,1598.07,43,6,24,Artes,Mujer,Buena
Pantalón,Caballero,Azul,Deportivo,Marca A,733.76,38,3,20,Deportes,Hombre,Regular
Chaqueta,Caballero,Verde,Deportivo,Marca B,1271.98,45,13,26,Educación,HombreMujer,Regular
Falda,Caballero,Rojo,Deportivo,Marca A,1302.98,44,16,24,Deportes,Hombre,Buena
Camisa,Dama,Blanco,Formal,Marca C,906.73,37,17,30,Educación,Mujer,Buena
Falda,Caballero,Verde,Casual,Marca C,1379.12,41,2,29,Artes,Mujer,Mala
Camisa,Dama,Azul,Deportivo,Marca D,1374.29,40,17,22,Artes,Hombre,Regular
Pantalón,Caballero,Rojo,Deportivo,Marca B,680.77,35,1,30,Artes,Hombre,Regular
Falda,Dama,Negro,Formal,Marca D,1181.33,38,9,24,Educación,Mujer,Regular
Chaqueta,Caballero,Negro,Formal,Marca D,217.12,34,9,24,Artes,Mujer,Buena
Pantalón,Dama,Rojo,Formal,Marca A,1183.92,35,2,30,Ingeniería,Hombre,Buena
Camisa,Caballero,Rojo,Casual,Marca D,841.29,38,9,27,Artes,Hombre,Regular
Chaqueta,Dama,Azul,Casual,Marca C,1327.07,38,1,25,Artes,Hombre,Buena
Pantalón,Caballero,Verde,Deportivo,Marca D,912.63,37,7,25,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,300.6,42,12,29,Deportes,Hombre,Buena
Pantalón,Dama,Blanco,Formal,Marca B,869.73,32,12,27,Deportes,Mujer,Buena
Falda,Dama,Verde,Deportivo,Marca D,640.93,37,10,26,Deportes,HombreMujer,Regular
Pantalón,Dama,Verde,Casual,Marca C,732.84,43,5,28,Ciencias de la Salud,Mujer,Buena
Chaqueta,Caballero,Rojo,Deportivo,Marca A,1096.58,36,2,29,Artes,Hombre,Buena
Chaqueta,Dama,Negro,Casual,Marca B,923.93,34,13,25,Ciencias de la Salud,Hombre,Buena
Camisa,Caballero,Blanco,Formal,Marca B,305.77,39,9,22,Ciencias Sociales y Humanidades,Hombre,Regular
Chaqueta,Dama,Negro,Deportivo,Marca C,1467.36,41,18,21,Deportes,HombreMujer,Regular
Chaqueta,Caballero,Blanco,Formal,Marca C,1269.62,38,18,22,Artes,Mujer,Buena
Pantalón,Caballero,Blanco,Formal,Marca A,1963.06,45,7,27,Educación,Mujer,Buena
Falda,Dama,Rojo,Formal,Marca D,580.92,36,0,23,Ciencias de la Salud,HombreMujer,Buena
Chaqueta,Caballero,Blanco,Deportivo,Marca A,470.86,40,1,30,Artes,Hombre,Buena
Falda,Dama,Rojo,Formal,Marca C,729.6,36,14,24,Artes,Hombre,Buena
Pantalón,Dama,Verde,Casual,Marca C,574.94,33,3,23,Ingeniería,Hombre,Regular
Pantalón,Caballero,Rojo,Formal,Marca A,326.69,35,7,20,Artes,Hombre,Buena
Vestido,Caballero,Negro,Casual,Marca B,1605.51,35,5,28,Ingeniería,Hombre,Regular
Vestido,Caballero,Negro,Deportivo,Marca D,1404.14,33,17,20,Ciencias Sociales y Humanidades,Mujer,Buena
Chaqueta,Caballero,Verde,Casual,Marca A,883.62,41,12,24,Ciencias Sociales y Humanidades,Mujer,Regular
Pantalón,Caballero,Azul,Formal,Marca B,365.86,41,16,29,Artes,Mujer,Regular
Vestido,Caballero,Azul,Deportivo,Marca A,734.46,38,6,23,Ciencias de la Salud,Mujer,Mala
Vestido,Caballero,Blanco,Casual,Marca B,342.35,44,11,24,Deportes,Mujer,Regular
Chaqueta,Caballero,Rojo,Deportivo,Marca D,1492.71,38,17,21,Ciencias de la Salud,Mujer,Buena
Chaqueta,Dama,Azul,Formal,Marca A,1299.23,33,14,21,Ciencias de la Salud,Hombre,Mala
Chaqueta,Caballero,Rojo,Deportivo,Marca C,1689.06,42,5,29,Educación,Mujer,Buena
Pantalón,Caballero,Negro,Formal,Marca C,304.54,37,0,25,Ciencias Sociales y Humanidades,Hombre,Regular
Camisa,Caballero,Rojo,Formal,Marca A,1353.05,41,15,25,Educación,Mujer,Regular
Camisa,Caballero,Rojo,Casual,Marca A,1384,38,20,30,Deportes,Mujer,Buena
Pantalón,Caballero,Blanco,Deportivo,Marca C,582.51,37,12,27,Educación,HombreMujer,Mala
Camisa,Dama,Blanco,Casual,Marca B,1894.25,35,10,26,Ciencias Sociales y Humanidades,Mujer,Regular
Camisa,Caballero,Negro,Deportivo,Marca C,619.81,43,6,27,Educación,HombreMujer,Regular
Falda,Dama,Negro,Formal,Marca B,840,41,12,25,Ciencias de la Salud,HombreMujer,Buena
Camisa,Caballero,Rojo,Formal,Marca C,691.87,33,11,25,Artes,Mujer,Buena
Camisa,Caballero,Rojo,Deportivo,Marca D,555.77,41,18,24,Artes,Hombre,Regular
Pantalón,Caballero,Negro,Formal,Marca B,289.06,41,6,25,Artes,Mujer,Regular
Falda,Dama,Rojo,Deportivo,Marca C,1750.17,35,1,27,Ciencias de la Salud,Mujer,Buena
Vestido,Caballero,Negro,Casual,Marca B,1534.86,44,10,24,Educación,Mujer,Regular
Vestido,Caballero,Rojo,Deportivo,Marca B,539.92,33,5,29,Ingeniería,Mujer,Buena
Vestido,Caballero,Azul,Formal,Marca B,261.51,41,17,22,Educación,Mujer,Mala
Falda,Caballero,Rojo,Casual,Marca B,1628.27,36,12,24,Educación,Hombre,Mala
Camisa,Caballero,Verde,Deportivo,Marca C,1619.9,40,6,30,Deportes,Hombre,Regular
Camisa,Dama,Negro,Casual,Marca A,1624.36,40,8,21,Ciencias de la Salud,Hombre,Mala
Pantalón,Caballero,Azul,Deportivo,Marca D,573.94,37,6,27,Ingeniería,HombreMujer,Regular
Camisa,Dama,Negro,Deportivo,Marca B,1938.47,43,5,29,Ciencias Sociales y Humanidades,Mujer,Mala
Falda,Caballero,Verde,Deportivo,Marca A,965,34,11,25,Ciencias de la Salud,HombreMujer,Regular
Camisa,Caballero,Verde,Formal,Marca C,1580.47,36,1,22,Ciencias de la Salud,Mujer,Mala
Chaqueta,Dama,Azul,Formal,Marca A,842.97,43,16,27,Educación,HombreMujer,Buena
Vestido,Dama,Negro,Formal,Marca A,497.69,40,17,21,Artes,Hombre,Regular
Chaqueta,Caballero,Verde,Casual,Marca C,1561.33,43,7,24,Deportes,Hombre,Mala
